OBJECTID_1,PIN,ZONE_DISTR,ZONE_TYPE_,DATE,PHOTOGRAPH,VACANT_ABA,GRADE_RUBR,STRUCTURE_,STRUCTURAL,BUILDING_E,BRICK,COMMERCIAL,TWO_STORIE,STONE,PUBLIC_GOV,RESIDENTIA,BARS_ON_WI,BASEMENT_W,SIDING,MULTI_FAMI,ATTACHMENT,SINGLE_FAM,CONCRETE_S,OBSTRUCTED,WOOD,REVIEWED,NEIGHBORHO,COUNCIL_DI,CENSUS_TRA,LANDBANK,HHF,ADDRESS,RESIDENT_1,PARKING_LO,DUMPING_ON
1258,45-09-04-182-007.000-004,R1,RESIDENTIAL,2014/10/02,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,443-47 SOUTH SULLIVAN STREET,,No Parking Lot Present,
1259,45-08-14-233-003.000-004,R2,RESIDENTIAL,2013/06/01,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2211 MARSHALLTOWN LANE,,,
1260,45-08-12-255-032.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,Yes,,,,Yes,,,,,Aetna,First District,Census Tract 115,,,4240 EAST 13TH AVENUE,Yes,,
1261,45-09-06-276-002.000-004,R3,RESIDENTIAL,2014/07/24,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6040 EAST 3RD AVENUE,,No Parking Lot Present,
1262,45-08-14-304-019.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,City of Gary,,2587-89 ILLINOIS STREET,,No Parking Lot Present,
1263,45-08-14-305-049.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2578-80 ALABAMA STREET,,No Parking Lot Present,
1264,45-08-14-307-040.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2574-76 MISSOURI STREET,,No Parking Lot Present,
1265,45-08-13-306-003.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,3300 GARDEN COURT,,No Parking Lot Present,
1266,45-08-14-307-020.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2591-93 MAINE STREET,,No Parking Lot Present,
1267,45-08-14-303-013.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,,,2563-65 MISSISSIPPI STREET,,No Parking Lot Present,
1268,45-08-14-303-039.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2596 ILLINOIS PLACE,,No Parking Lot Present,
1269,45-08-13-309-005.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,3333 EAST 26TH AVENUE,,No Parking Lot Present,
1270,45-08-13-308-015.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,3334 EAST 26TH AVENUE,,No Parking Lot Present,
1271,45-08-13-326-007.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,25TH AVENUE & RIVER PARK AVENUE,,No Parking Lot Present,
1272,45-08-23-179-001.000-017,F1,FLOOD PLAN,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,Parks Department,,3100 TOLLESTON,,No Parking Lot Present,
1273,45-08-14-102-001.000-004,R2,RESIDENTIAL,2013/08/01,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,1601-21 EAST 22ND AVENUE,,,
1274,45-08-14-301-009.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1628-30 EAST 25TH PLACE,,No Parking Lot Present,
1275,45-08-14-304-054.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2624-26 ILLINOIS PLACE,,No Parking Lot Present,
1276,45-08-14-307-056.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2632-34 MISSOURI STREET,,No Parking Lot Present,
1277,45-08-14-303-054.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1628-30 RAILROAD STREET,,No Parking Lot Present,
1278,45-08-14-305-060.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2616-18 ALABAMA STREET,,No Parking Lot Present,
1279,45-09-06-403-018.000-004,B2-1,BUSINESS,2013/05/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,616 SOUTH LAKE STREET,,,
1280,45-08-13-100-002.000-017,M1-1,MANUFACTURING,2014/08/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2000 WYOMING,,No Parking Lot Present,
1281,45-09-06-301-007.000-004,R2,RESIDENTIAL,2013/04/20,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,Yes,,,,,,,,,,Miller,First District,Census Tract 102.01,City of Gary,,4932 EAST 6TH AVENUE,,,
1282,45-08-14-127-018.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2240-58 EAST 23RD PLACE,,No Parking Lot Present,
1283,45-08-14-205-011.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2601 EAST 22ND AVENUE,Yes,,
1284,45-08-11-305-004.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,Yes,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,1724 CENTRAL DRIVE,Yes,,
1285,45-08-12-255-030.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,Yes,,,,Yes,,,,,Aetna,First District,Census Tract 115,,,4224 EAST 13TH AVENUE,Yes,,
1286,45-09-06-257-020.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,,,,Yes,,Miller,First District,Census Tract 102.01,,,356 HENRY STREET,Yes,,
1287,45-09-06-276-003.000-004,R3,RESIDENTIAL,2014/07/24,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,6100 EAST 3RD AVENUE,Yes,,
1288,45-08-14-307-042.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2582-84 MISSOURI STREET,,No Parking Lot Present,
1289,45-08-14-305-017.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Department of Redevelopment,,2579-81 ILLINOIS STREET,,No Parking Lot Present,
1290,45-08-23-176-001.000-017,F1,FLOOD PLAN,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,Parks Department,,3100 LINCOLN,,No Parking Lot Present,
1291,45-08-12-254-010.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,Yes,Yes,,,Yes,,,,,Aetna,First District,Census Tract 115,,,1320 ARIZONA STREET,Yes,,
1292,45-08-12-128-002.000-004,R4,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,3511 EAST 9TH AVENUE,,,
1293,45-08-12-130-004.000-004,B3-1,BUSINESS,2013/07/07,,Occupied Structure,Good,Structure Present,,,Yes,Yes,,,,,,,,,,,Yes,,Yes,,Aetna,First District,Census Tract 115,,,921 AETNA STREET,,,
1294,45-08-12-227-001.000-004,R2,RESIDENTIAL,2013/05/04,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,4341 EAST 10TH AVENUE,,,
1295,45-08-14-309-036.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2700-02 MISSOURI STREET,,No Parking Lot Present,
1296,45-08-11-379-010.000-004,R3,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2109 MISSOURI TERRACE,,,
1297,45-08-11-378-029.000-004,R3,RESIDENTIAL,2013/05/18,http://locald.s3.amazonaws.com/upload-beta/8a340df0-87af-11e2-9485-c3fff44e7c8e/2013-5-18-2216-e-19th-ave.jpg,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2216 EAST 19TH AVENUE,Yes,,
1298,45-09-06-151-001.000-004,R2,RESIDENTIAL,2014/07/24,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,4900 EAST 5TH AVENUE APPR,,No Parking Lot Present,
1299,45-08-11-378-015.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2249 CENTRAL DRIVE,Yes,,
1300,45-09-06-251-008.000-004,R2,RESIDENTIAL,2014/07/24,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,Building Enclosed/Secure,,,,,,Yes,,,Yes,Yes,,Yes,,,,,Miller,First District,Census Tract 102.01,City of Gary,Yes,5656 EAST 3RD AVENUE,Yes,,
1301,45-09-06-251-006.000-004,R2,RESIDENTIAL,2014/07/24,,Occupied Structure,Poor,Structure Present,No,Building Enclosed/Secure,,,,,,Yes,,,Yes,,Yes,,Yes,,,,Miller,First District,Census Tract 102.01,,,5640 EAST 3RD AVENUE,Yes,,
1302,45-08-11-379-015.000-004,R3,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,1986 MISSOURI TERRACE,,,
1303,45-08-11-381-004.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2320 CENTRAL DRIVE,Yes,,
1304,45-08-11-306-020.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,1909 CENTRAL DRIVE,Yes,,
1305,45-08-11-378-019.000-004,R3,RESIDENTIAL,2013/05/18,http://locald.s3.amazonaws.com/upload-beta/8a340df0-87af-11e2-9485-c3fff44e7c8e/2013-5-18-1921-missouri-st.jpg,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,,,,Yes,Yes,,Yes,,Pulaski,Fourth District,Census Tract 114,,,1921 MISSOURI STREET,Yes,,
1306,45-08-12-279-015.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Aetna,First District,Census Tract 115,,,4631 EAST 13TH PLACE,Yes,,
1307,45-08-12-227-034.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Aetna,First District,Census Tract 115,,,1207 ALLEN STREET,Yes,,
1308,45-08-01-401-014.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,Yes,,,,,Miller,First District,Census Tract 102.01,,,624 NEW JERSEY STREET,Yes,,
1309,45-09-04-129-001.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,8701 EAST DUNES HIGHWAY,,No Parking Lot Present,
1310,45-08-12-129-014.000-004,R2,RESIDENTIAL,2013/07/07,,Occupied Structure,Fair,Structure Present,,,,,Yes,,,Yes,,Yes,Yes,,,Yes,,,,,Aetna,First District,Census Tract 115,,,3724 EAST 10TH AVENUE,Yes,,
1311,45-08-12-228-002.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Dangerous,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Aetna,First District,Census Tract 115,,Yes,4609 EAST 10TH AVENUE,Yes,,
1312,45-09-07-127-022.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5224 EAST 11TH PLACE,Yes,,
1313,45-08-01-451-026.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Good,Structure Present,,,,,Yes,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,4110 EAST 7TH AVENUE,,,
1314,45-08-12-134-009.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,Yes,,,,Yes,,,,,Aetna,First District,Census Tract 115,,,1000-08 ARIZONA STREET,Yes,,
1315,45-05-33-135-004.000-004,R2,RESIDENTIAL,2014/07/22,,Occupied Structure,Excellent,Structure Present,,,Yes,,Yes,,,Yes,,,,Yes,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,8525 MAPLE AVENUE,Yes,,
1316,45-05-31-458-012.000-004,R2,RESIDENTIAL,2014/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,5912 EAST ON 1ST AVENUE,,No Parking Lot Present,
1317,45-05-31-458-019.000-004,R2,RESIDENTIAL,2014/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,136 NORTH LAKE STREET,,No Parking Lot Present,
1318,45-05-32-379-010.000-004,R1,RESIDENTIAL,2014/07/08,,Occupied Structure,Fair,Structure Present,,,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,7109 ASH PLACE,Yes,,
1319,45-09-06-252-004.000-004,R3,RESIDENTIAL,2014/07/24,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 102.01,,,5980 EAST 3RD AVENUE,Yes,,
1320,45-09-04-179-001.000-004,R1,RESIDENTIAL,2014/10/23,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,301-05 SOUTH TIPPECANOE STREET,,No Parking Lot Present,
1321,45-08-11-378-023.000-004,R3,RESIDENTIAL,2013/05/18,,Vacant/Abandoned Structure,Dangerous,Structure Present,Some Noticeable Fire Damage,Building Not Enclosed/Secure,,,,,,Yes,,,,,,Yes,Yes,,Yes,,Pulaski,Fourth District,Census Tract 114,,,2108 EAST 19TH AVENUE,Yes,,
1322,45-08-11-306-006.000-004,R3,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,1843 ILLINOIS STREET,Yes,,
1323,45-08-12-178-028.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Excellent,Structure Present,,,,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,Aetna,First District,Census Tract 115,,,3726 EAST 14TH AVENUE,Yes,,
1324,45-04-36-300-003.000-004,M2-1,MANUFACTURING,2014/12/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.05,,,3700 APPR,,No Parking Lot Present,
1325,45-09-07-127-001.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5203 EAST 10TH AVENUE,Yes,,
1326,45-05-33-157-001.000-004,R1,RESIDENTIAL,2014/07/23,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,8015-84 FOREST AVENUE,,No Parking Lot Present,
1327,45-09-07-105-012.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,,,,,Yes,,,,,Yes,,Aetna,First District,Census Tract 115,,,1223 DECATUR STREET,Yes,,
1328,45-05-33-478-021.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,9513-15 EAST DUNES HIGHWAY,,No Parking Lot Present,
1329,45-05-32-352-023.000-004,R1,RESIDENTIAL,2014/07/08,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,Yes,Yes,,Yes,,,,,,Miller,First District,Census Tract 101,,,6734 BIRCH PLACE,Yes,,
1330,45-05-32-451-004.000-004,R1A,RESIDENTIAL,2014/07/09,,Occupied Structure,Good,Structure Present,,,Yes,Yes,,,,Yes,,,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,335 MONTGOMERY STREET,Yes,,
1331,45-05-31-457-022.000-004,R2,RESIDENTIAL,2014/07/08,,Occupied Structure,Excellent,Structure Present,,,,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 102.01,,,276 NORTH HENRY STREET,Yes,,
1332,45-05-31-455-016.000-004,R2,RESIDENTIAL,2014/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,290 NORTH LAKE STREET,,No Parking Lot Present,
1333,45-05-31-457-025.000-004,R2,RESIDENTIAL,2014/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,260 NORTH HENRY STREET,,No Parking Lot Present,
1334,45-05-32-376-015.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Miller,First District,Census Tract 101,,,230 MIAMI STREET,Yes,,
1335,45-05-32-332-015.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Fair,Structure Present,,,Yes,Yes,,,,Yes,,,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,7132 ASH AVENUE,Yes,,
1336,45-05-32-376-014.000-004,R1,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,GUEA,,236-48 MIAMI STREET,,No Parking Lot Present,
1337,45-08-01-454-022.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Good,Structure Present,,,,,,,,,,,Yes,,,Yes,,,,,Miller,First District,Census Tract 102.01,,,4306 MILLER AVENUE,Yes,,
1338,45-08-01-454-030.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,4426 MILLER AVENUE,,,
1339,45-09-05-305-011.000-004,R2,RESIDENTIAL,2014/07/24,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6760 HOBART ROAD,,No Parking Lot Present,
1340,45-05-32-427-016.000-004,R1A,RESIDENTIAL,2014/07/09,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,Yes,,Yes,,Yes,,,,,Miller,First District,Census Tract 101,,,7526 ASH STREET,Yes,,
1341,45-05-32-302-010.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,,Yes,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,431 NORTH GRAND BOULEVARD,Yes,,
1342,45-05-32-332-014.000-004,R1,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,7149 BIRCH STREET,,No Parking Lot Present,
1343,45-05-32-328-002.000-004,R1,RESIDENTIAL,2014/07/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,6909 HEMLOCK AVENUE,,No Parking Lot Present,
1344,45-05-33-228-007.000-004,R2,RESIDENTIAL,2014/07/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,1243 NORTH WARRICK STREET,,No Parking Lot Present,
1345,45-08-01-476-008.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Fair,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Miller,First District,Census Tract 102.01,,,646 ALLEN STREET,Yes,,
1346,45-08-11-426-001.000-004,M1-1,MANUFACTURING,2014/12/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,Fourth District,Census Tract 115,,,3165 EAST 15TH AVENUE APPR,,No Parking Lot Present,
1347,45-09-07-300-001.000-005,,,2014/08/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,First District,Census Tract 115,,,4901-55 EAST 15TH AVENUE,,,
1348,45-08-13-326-009.000-017,R3,RESIDENTIAL,2014/11/28,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,26TH AVENUE & RIVER PARK AVENUE,,No Parking Lot Present,
1349,45-09-07-177-014.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Good,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5409 EAST 13TH PLACE,Yes,,
1350,45-08-12-276-010.000-004,R2,RESIDENTIAL,2013/05/04,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,4465 EAST 13TH AVENUE,,,
1351,45-09-07-177-008.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5309 EAST 13TH PLACE,Yes,,
1352,45-08-12-152-009.000-004,R2,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1255-57 DAKOTA STREET,,,Yes
1353,45-09-07-152-011.000-004,R2,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Dangerous,Structure Present,Significant Structural Damage,,,,,,,,,,Yes,Yes,,,,,Yes,,Aetna,First District,Census Tract 115,,,1321 DEARBORN STREET,Yes,,
1354,45-08-12-255-041.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,Yes,,,,Yes,,,,,Aetna,First District,Census Tract 115,,,4408 EAST 13TH AVENUE,Yes,,
1355,45-05-32-332-027.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,7182 ASH AVENUE,Yes,,
1356,45-09-07-202-010.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,Yes,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1132 GREENE STREET,Yes,,
1357,45-05-32-203-003.000-004,R2,RESIDENTIAL,2014/07/10,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 101,,,7213-17 OAK AVENUE,,No Parking Lot Present,
1358,45-05-33-230-032.000-004,R2,RESIDENTIAL,2014/07/22,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,,,Yes,,,Yes,,,,,Miller,First District,Census Tract 101,,,1110 COUNTY LINE ROAD,Yes,,
1359,45-05-33-303-018.000-004,R1,RESIDENTIAL,2014/07/23,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,,Yes,,,,,Yes,Yes,,,Yes,,Miller,First District,Census Tract 101,,,8100 HEMLOCK AVENUE,Yes,,
1360,45-05-32-402-015.000-004,R1A,RESIDENTIAL,2014/07/09,,Occupied Structure,Good,Structure Present,,,Yes,Yes,,,,Yes,,,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,7419 HEMLOCK STREET,Yes,,
